,Date,pAgro,pConsump,pFincial,pIndus,pResourc,pService,pTech,pPropcon,oAgro,oConsump,oFincial,oIndus,oResourc,oService,oTech,oPropcon,hAgro,hConsump,hFincial,hIndus,hResourc,hService,hTech,hPropcon,lAgro,lConsump,lFincial,lIndus,lResourc,lService,lTech,lPropcon,c%Agro,c%Consump,c%Fincial,c%Indus,c%Resourc,c%Service,c%Tech,c%Propcon,vmAgro,vmConsump,vmFincial,vmIndus,vmResourc,vmService,vmTech,vmPropcon,pSET,oSET,hSET,lSET,c%SET,vmSET,pSTARK,oSTARK,hSTARK,lSTARK,c%STARK,vmSTARK,flucAgro,flucConsump,flucFincial,flucIndus,flucResourc,flucService,flucTech,flucPropcon,flucSTARK
332,02/15/2022,474.45,90.36,189.93,133.89,223.71,478.28,263.49,116.45,471.73,90.46,189.38,133.39,223.27,472.62,258.25,115.85,475.48,90.88,190.14,134.44,224.71,478.76,263.89,116.52,470.88,89.85,187.38,132.59,222.18,472.23,257.95,115.55,0.75%,-0.25%,0.24%,0.68%,0.78%,1.26%,2.33%,0.81%,0.22937,0.54823,1.87,1.04,1.46,1.19,0.96837,1.93,"1,701.45","1,688.67","1,702.74","1,687.18",0.99%,29600.0,4.74,4.7,4.78,4.68,1.28%,41.28,0.98,1.15,1.47,1.4,1.14,1.38,2.3,0.84,2.14
333,02/14/2022,470.93,90.59,189.47,132.98,221.98,472.32,257.48,115.52,472.2,90.3,190.04,133.97,222.47,474.74,260.27,116.18,473.24,91.13,190.3,134.44,223.55,475.32,260.59,116.23,469.52,90.22,188.52,132.86,221.65,470.65,255.81,115.42,-0.81%,-0.11%,-1.23%,-0.85%,0.05%,-0.99%,-1.67%,-0.93%,0.25461,2.81,1.65,0.3431,1.5,1.45,0.95213,2.29,"1,684.69","1,692.89","1,694.19","1,680.83",-0.85%,30710.0,4.68,4.74,4.74,4.64,0.00%,19.09,0.79,1.01,0.94,1.19,0.86,0.99,1.87,0.7,2.16
334,02/11/2022,474.77,90.69,191.83,134.12,221.87,477.04,261.84,116.61,475.96,91.66,190.02,133.68,221.83,476.27,259.82,116.83,477.58,91.74,193.18,134.64,223.39,478.05,262.14,117.43,472.6,90.2,189.5,133.41,220.65,474.13,257.89,116.47,-0.81%,-1.00%,0.22%,0.13%,-0.44%,-0.52%,0.67%,-0.61%,0.2646,0.09764,2.39,0.33518,1.32,1.09,0.63722,2.13,"1,699.20","1,694.71","1,703.95","1,690.69",-0.22%,28500.0,4.68,4.76,4.84,4.6,-0.85%,47.97,1.05,1.71,1.94,0.92,1.24,0.83,1.65,0.82,5.22
335,02/10/2022,478.65,91.61,191.4,133.95,222.84,479.55,260.1,117.32,479.98,91.71,190.77,135.19,224.3,479.85,259.03,117.61,481.02,92.38,192.15,135.35,224.61,481.05,261.78,117.82,476.39,91.28,190.07,133.31,222.29,476.73,257.77,116.85,-0.20%,-0.81%,0.59%,-0.63%,-0.67%,0.32%,0.46%,-0.26%,0.32293,0.10748,2.38,0.32715,1.42,1.37,1.05,3.02,"1,703.00","1,705.73","1,707.44","1,696.73",-0.01%,29010.0,4.72,4.64,4.76,4.64,3.51%,133.61,0.97,1.21,1.09,1.53,1.04,0.91,1.56,0.83,2.59
336,02/09/2022,479.63,92.36,190.27,134.8,224.34,478.01,258.9,117.63,477.86,92.4,186.72,133.03,223.33,473.53,258.9,116.83,482.57,92.75,190.6,135.91,225.26,479.94,260.74,117.87,475.34,91.82,186.64,132.87,221.49,473.45,256.73,116.73,0.56%,-0.18%,2.21%,1.51%,0.64%,1.48%,0.28%,1.03%,0.37873,0.15524,2.76,0.30985,1.83,1.67,1.42,2.17,"1,703.16","1,689.52","1,708.03","1,688.95",1.12%,37480.0,4.56,4.62,4.66,4.52,-1.72%,37.18,1.52,1.01,2.12,2.29,1.7,1.37,1.56,0.98,3.1
337,02/08/2022,476.97,92.53,186.16,132.79,222.92,471.04,258.17,116.43,476.97,92.4,185.46,133.2,222.2,471.62,256.91,115.76,477.98,92.89,186.6,133.48,223.56,472.73,258.17,116.43,474.61,92.15,185.08,131.81,221.36,468.84,255.93,115.62,0.09%,0.16%,0.56%,-0.04%,0.41%,-0.04%,1.18%,0.77%,0.37718,0.13277,0.77623,0.17677,1.48,1.52,1.1,2.28,"1,684.23","1,680.61","1,685.14","1,677.48",0.42%,26720.0,4.64,4.54,4.68,4.52,2.65%,93.92,0.71,0.8,0.82,1.27,0.99,0.83,0.88,0.7,3.54
338,02/07/2022,476.53,92.38,185.13,132.84,222.01,471.21,255.17,115.54,475.37,92.12,185.25,132.72,223.4,469.6,256.48,115.56,477.72,93.13,185.59,133.81,223.56,472.75,256.65,115.84,473.51,92.12,183.9,132.23,220.61,466.22,253.64,114.81,0.34%,0.30%,0.25%,0.58%,-0.09%,0.63%,-0.51%,0.11%,0.41515,0.11044,1.28,0.31678,1.43,1.36,0.68715,2.13,"1,677.24","1,679.08","1,681.17","1,667.29",0.18%,25300.0,4.52,4.46,4.52,4.44,1.35%,34.91,0.89,1.1,0.92,1.19,1.34,1.4,1.19,0.9,1.8
339,02/04/2022,474.93,92.1,184.66,132.08,222.2,468.24,256.47,115.41,474.48,92.5,184.76,132.15,220.12,470.19,256.66,115.5,477.67,92.73,185.31,132.66,222.85,471.9,257.98,115.82,472.99,91.97,184.24,131.58,220.12,467.79,255.36,115.23,0.14%,-0.38%,0.22%,0.06%,1.47%,-0.45%,0.36%,0.06%,0.54438,0.05808,1.31,0.48588,1.06,1.36,0.66838,1.69,"1,674.22","1,672.90","1,678.72","1,672.39",0.31%,22360.0,4.46,4.44,4.5,4.44,0.00%,37.16,0.99,0.83,0.58,0.82,1.24,0.88,1.03,0.51,1.35
340,02/03/2022,474.27,92.45,184.26,132.0,218.99,470.34,255.56,115.34,474.96,92.29,183.92,131.31,218.88,469.21,253.49,114.98,477.29,92.73,185.19,132.39,220.06,471.62,256.06,115.75,473.91,91.93,183.72,130.86,218.5,468.79,253.49,114.91,-0.20%,-0.27%,0.00%,0.36%,-0.13%,0.02%,0.50%,0.24%,0.44713,0.09609,1.86,0.19188,1.43,1.23,1.05,3.18,"1,669.05","1,664.63","1,673.75","1,664.09",0.08%,24640.0,4.46,4.36,4.46,4.36,1.83%,32.52,0.71,0.87,0.8,1.17,0.71,0.6,1.01,0.73,2.29
341,02/02/2022,475.2,92.7,184.26,131.53,219.28,470.24,254.28,115.06,476.5,92.7,183.44,131.62,220.15,470.49,250.67,115.19,477.7,93.03,184.74,131.88,220.73,471.24,254.45,115.24,472.87,91.93,182.99,130.89,218.07,468.55,248.61,114.49,-0.29%,0.04%,0.75%,0.11%,-0.11%,0.16%,1.76%,0.14%,0.37747,0.09411,1.43,0.14995,1.0,1.1,0.54829,1.76,"1,667.75","1,665.80","1,669.50","1,658.58",0.36%,21220.0,4.38,4.3,4.38,4.3,1.86%,9.49,1.02,1.2,0.96,0.76,1.22,0.57,2.35,0.66,1.86
342,02/01/2022,476.58,92.66,182.89,131.38,219.52,469.48,249.87,114.9,476.36,91.81,182.71,131.7,219.98,469.11,246.64,115.0,477.82,92.7,183.42,132.11,220.87,469.99,250.18,115.38,474.5,91.5,182.36,130.94,219.31,467.43,246.44,114.64,0.77%,1.80%,0.52%,0.11%,0.66%,0.64%,2.27%,0.37%,0.67941,0.15431,0.74764,0.25574,1.02,1.44,0.50595,1.36,"1,661.75","1,659.43","1,663.76","1,658.26",0.78%,19920.0,4.3,4.36,4.38,4.26,-0.92%,33.37,0.7,1.31,0.58,0.89,0.71,0.55,1.52,0.65,2.82
343,01/31/2022,472.94,91.02,181.95,131.23,218.07,466.48,244.33,114.48,473.17,90.48,180.82,131.87,218.17,465.44,244.82,114.64,475.73,91.35,182.55,132.09,219.47,468.48,247.08,114.85,472.04,90.15,180.42,131.19,217.86,465.33,244.2,114.24,0.11%,1.30%,0.99%,-0.09%,0.47%,0.90%,0.31%,0.33%,0.53737,0.06185,1.05,0.18065,1.1,1.75,0.7837,1.4,"1,648.81","1,647.68","1,655.48","1,646.88",0.57%,21180.0,4.34,4.4,4.42,4.34,-0.91%,25.75,0.78,1.33,1.18,0.69,0.74,0.68,1.18,0.53,1.84
344,01/28/2022,472.44,89.85,180.16,131.35,217.04,462.31,243.58,114.1,469.22,89.72,181.36,131.92,217.34,456.23,246.76,113.45,474.07,90.85,182.04,132.17,218.67,464.67,246.92,114.53,469.2,89.69,179.37,130.96,216.25,455.74,243.09,113.4,0.77%,0.27%,-0.23%,-0.20%,0.00%,1.58%,-1.10%,0.74%,0.33448,0.15066,0.88209,0.3071,1.01,1.31,0.85939,2.2,"1,639.51","1,637.82","1,646.48","1,636.70",0.33%,24200.0,4.38,4.4,4.42,4.38,-0.45%,13.06,1.04,1.29,1.49,0.92,1.12,1.96,1.58,1.0,0.91
345,01/27/2022,468.81,89.61,180.58,131.61,217.03,455.11,246.29,113.26,469.14,89.61,179.75,130.94,218.35,455.31,245.68,112.91,470.74,90.18,180.95,131.64,218.71,455.9,246.81,113.34,464.01,88.88,178.54,129.93,214.6,451.22,242.91,112.21,-0.61%,-0.42%,-0.39%,0.00%,-1.23%,-0.56%,-0.51%,0.11%,0.3861,0.1662,1.71,0.87482,1.58,2.05,1.23,3.06,"1,634.17","1,633.78","1,635.14","1,617.87",-0.56%,33190.0,4.4,4.38,4.42,4.36,1.38%,27.47,1.45,1.46,1.35,1.32,1.92,1.04,1.61,1.01,1.38
346,01/26/2022,471.7,89.99,181.29,131.61,219.74,457.66,247.56,113.14,475.9,90.36,180.61,131.4,219.04,458.77,250.2,113.22,476.62,90.92,182.43,132.48,220.53,459.88,251.06,113.63,470.18,89.91,180.18,131.15,218.42,456.77,247.53,113.01,-0.42%,-0.30%,0.84%,0.70%,0.63%,0.17%,-0.72%,0.28%,0.46276,0.20654,1.49,0.23822,1.12,2.64,1.5,2.19,"1,643.44","1,645.49","1,649.82","1,642.07",0.27%,27520.0,4.34,4.24,4.4,4.24,2.36%,53.92,1.37,1.12,1.25,1.01,0.97,0.68,1.43,0.55,3.77
347,01/25/2022,473.69,90.26,179.78,130.69,218.37,456.87,249.36,112.82,474.35,90.66,177.85,130.39,218.46,456.11,249.58,113.06,475.47,90.66,180.26,131.03,219.66,457.69,250.55,113.31,468.43,89.19,177.19,129.25,216.67,452.83,246.6,112.06,-0.42%,-0.11%,0.78%,-0.15%,-0.51%,0.03%,-0.18%,-0.32%,0.46702,0.32269,1.43,0.45385,1.21,2.47,1.11,3.54,"1,639.09","1,636.33","1,641.68","1,624.29",-0.09%,31200.0,4.24,4.28,4.32,4.24,-0.47%,27.91,1.5,1.65,1.73,1.38,1.38,1.07,1.6,1.12,1.89
348,01/24/2022,475.71,90.36,178.39,130.89,219.5,456.72,249.82,113.18,477.45,91.31,179.45,130.53,219.44,461.7,253.21,113.77,479.92,91.77,180.29,131.81,220.66,462.14,254.15,114.25,474.19,90.02,178.23,130.22,218.23,456.41,249.49,113.15,-0.22%,-0.98%,-0.83%,0.17%,-0.30%,-1.13%,-1.45%,-0.60%,0.56089,0.74797,1.88,0.93929,1.26,2.29,0.87593,2.66,"1,640.54","1,650.34","1,654.99","1,639.14",-0.74%,29120.0,4.26,4.4,4.42,4.22,-2.74%,64.31,1.21,1.94,1.16,1.22,1.11,1.26,1.87,0.97,4.74
349,01/21/2022,476.77,91.25,179.89,130.67,220.17,461.95,253.5,113.86,476.03,91.12,179.6,131.25,221.0,459.44,252.42,114.03,479.3,91.61,180.32,131.37,221.32,462.37,253.87,114.31,473.97,90.5,178.7,129.19,218.17,458.52,251.35,113.39,0.10%,-0.34%,-0.26%,-0.96%,-0.92%,0.33%,0.04%,-0.29%,0.56573,0.40152,1.93,2.11,1.27,1.74,0.8951,2.98,"1,652.73","1,651.21","1,655.42","1,641.86",-0.26%,29880.0,4.38,4.4,4.44,4.36,-1.79%,44.24,1.12,1.23,0.91,1.69,1.44,0.84,1.0,0.81,1.83
350,01/20/2022,476.29,91.56,180.36,131.93,222.22,460.43,253.41,114.19,479.48,91.73,181.05,133.41,223.42,459.57,256.27,114.04,481.2,92.16,181.99,133.73,223.97,462.65,256.75,114.57,475.73,91.46,180.3,131.73,221.78,458.92,253.11,113.99,-0.37%,0.13%,-0.24%,-0.99%,0.03%,0.43%,-0.69%,0.25%,1.05,0.56464,1.72,1.53,1.27,1.96,1.29,2.64,"1,656.96","1,663.31","1,666.60","1,656.47",-0.08%,29790.0,4.46,4.42,4.5,4.38,1.36%,53.78,1.15,0.77,0.94,1.52,0.99,0.81,1.44,0.51,2.74
351,01/19/2022,478.07,91.44,180.8,133.25,222.16,458.48,255.16,113.9,479.58,91.89,182.36,133.0,220.76,459.8,254.09,114.08,481.27,91.96,182.6,133.87,223.8,461.38,255.76,114.48,475.37,90.72,179.9,132.57,220.73,456.35,252.86,113.67,-0.22%,-0.59%,-1.03%,0.08%,0.94%,-0.56%,0.11%,-0.29%,0.83327,0.12429,1.77,0.7397,1.73,2.71,2.54,3.38,"1,658.24","1,658.86","1,667.44","1,653.38",-0.12%,37430.0,4.4,4.4,4.48,4.4,0.46%,48.08,1.24,1.37,1.5,0.98,1.39,1.1,1.15,0.71,1.82
352,01/18/2022,479.13,91.98,182.69,133.15,220.1,461.06,254.89,114.23,486.52,93.22,185.13,134.85,222.32,466.9,257.57,115.61,487.82,93.59,185.62,135.16,222.96,468.33,259.93,115.77,478.07,91.6,182.29,132.66,220.1,460.44,254.56,114.22,-1.44%,-1.59%,-1.11%,-0.97%,-1.01%,-0.90%,-0.76%,-0.93%,1.56,0.22935,1.8,0.92284,1.94,2.58,1.05,5.99,"1,660.27","1,680.28","1,682.93","1,660.15",-0.99%,42960.0,4.38,4.5,4.5,4.38,-2.67%,92.71,2.04,2.17,1.83,1.88,1.3,1.71,2.11,1.36,2.74
353,01/17/2022,486.13,93.47,184.74,134.46,222.34,465.27,256.84,115.3,486.81,93.93,185.23,135.42,221.64,464.19,256.11,115.27,488.07,94.39,185.49,135.73,223.45,467.75,257.18,115.73,484.45,93.01,183.6,134.33,221.2,463.85,255.26,115.23,0.01%,-0.74%,-0.29%,-0.66%,0.82%,0.51%,0.35%,0.06%,1.47,0.37577,1.6,1.07,1.33,2.31,1.07,3.33,"1,676.87","1,675.81","1,680.39","1,672.93",0.25%,31130.0,4.5,4.48,4.54,4.46,0.90%,51.62,0.75,1.48,1.03,1.04,1.02,0.84,0.75,0.43,1.79
354,01/14/2022,486.09,94.17,185.28,135.36,220.54,462.92,255.95,115.23,485.05,94.05,185.28,135.73,220.91,466.15,256.63,115.23,487.64,94.41,186.24,135.98,222.04,466.59,257.3,115.73,484.17,93.59,184.87,134.66,218.9,462.63,254.95,114.97,0.06%,0.10%,-0.49%,-0.73%,-0.49%,-0.59%,-0.45%,-0.15%,0.77884,0.30249,3.19,1.19,1.59,2.48,1.1,6.05,"1,672.63","1,676.58","1,680.02","1,670.70",-0.44%,46660.0,4.46,4.54,4.6,4.46,-1.33%,61.53,0.72,0.88,0.74,0.98,1.43,0.86,0.92,0.66,3.14
355,01/13/2022,485.82,94.08,186.2,136.35,221.62,465.65,257.1,115.4,487.84,94.03,184.04,136.91,222.73,465.6,258.67,115.3,489.58,94.51,187.03,137.29,222.86,467.19,259.0,115.48,484.08,93.72,183.92,135.69,220.5,464.78,255.63,114.83,-0.29%,0.12%,1.37%,-0.33%,-0.22%,0.03%,-0.57%,0.28%,0.92236,0.2266,2.42,2.29,1.27,2.5,0.82796,5.47,"1,680.02","1,680.83","1,682.71","1,675.74",0.09%,32230.0,4.52,4.7,4.7,4.46,-4.24%,199.25,1.14,0.84,1.69,1.18,1.07,0.52,1.32,0.57,5.38
356,01/12/2022,487.23,93.97,183.68,136.8,222.1,465.51,258.58,115.08,488.77,94.15,183.58,136.7,220.95,465.01,258.47,114.96,489.66,94.48,184.14,137.0,222.71,466.82,259.94,115.18,484.81,93.19,182.98,135.72,220.1,464.29,257.56,114.44,-0.06%,-0.17%,0.60%,0.85%,1.43%,0.29%,0.85%,0.42%,0.73949,0.28296,2.19,0.67605,1.73,2.88,1.06,3.9,"1,678.50","1,676.03","1,680.85","1,673.00",0.68%,30670.0,4.72,4.54,4.74,4.42,3.96%,276.44,1.0,1.38,0.63,0.94,1.19,0.54,0.92,0.65,7.24
357,01/11/2022,487.54,94.13,182.58,135.65,218.97,464.16,256.41,114.6,488.04,93.99,182.61,134.23,217.56,463.27,252.99,114.15,489.73,94.26,182.96,136.1,219.6,464.25,257.12,114.75,484.25,93.48,181.55,134.08,217.47,460.84,252.75,113.95,0.09%,0.17%,-0.11%,1.54%,0.54%,0.24%,2.11%,0.61%,0.87986,0.21521,1.66,0.88462,1.12,2.67,1.44,3.24,"1,667.12","1,659.33","1,667.70","1,659.00",0.61%,26930.0,4.54,5.3,5.3,4.36,-14.34%,883.86,1.13,0.83,0.78,1.51,0.98,0.74,1.73,0.7,21.56
358,01/10/2022,487.1,93.97,182.79,133.59,217.79,463.05,251.12,113.91,485.64,93.06,183.5,133.46,219.15,463.88,252.64,113.79,488.66,94.17,183.79,134.53,219.42,465.21,253.36,114.28,482.89,92.74,182.16,132.7,217.11,461.69,250.5,113.26,0.54%,1.00%,-0.01%,0.53%,-0.45%,-0.11%,-0.13%,0.26%,0.46414,0.20637,2.08,0.64151,1.32,1.6,1.2,2.66,"1,657.06","1,661.50","1,664.23","1,654.05",-0.03%,27660.0,5.3,5.3,5.45,5.2,0.95%,110.13,1.19,1.54,0.89,1.38,1.06,0.76,1.14,0.9,4.81
359,01/07/2022,484.5,93.04,182.81,132.89,218.78,463.56,251.45,113.62,484.87,93.37,181.48,133.51,218.84,464.81,252.16,114.18,486.17,93.46,183.02,133.97,219.95,465.64,253.63,114.37,481.29,92.38,181.03,132.1,217.46,461.98,249.85,113.46,0.33%,0.09%,0.78%,-0.04%,0.79%,0.08%,-0.12%,-0.33%,0.57409,0.08019,1.96,0.7227,1.94,2.16,0.56615,2.32,"1,657.62","1,659.15","1,662.42","1,650.53",0.28%,28600.0,5.25,5.15,5.35,5.1,2.94%,106.45,1.01,1.17,1.1,1.42,1.15,0.79,1.51,0.8,4.9
360,01/06/2022,482.9,92.96,181.39,132.94,217.07,463.21,251.74,114.0,482.64,93.43,182.03,134.0,218.62,466.79,253.57,114.94,486.29,93.43,182.64,134.33,219.16,467.86,254.75,115.16,479.12,92.56,180.43,132.41,216.99,462.88,251.65,113.98,-0.43%,-0.27%,-1.15%,-1.41%,-1.67%,-1.49%,-1.71%,-1.47%,0.65689,0.10877,1.99,1.38,1.87,2.47,0.74434,2.36,"1,653.03","1,663.59","1,666.22","1,653.03",-1.42%,30730.0,5.1,5.05,5.3,5.05,2.00%,114.32,1.5,0.94,1.22,1.45,1.0,1.08,1.23,1.04,4.95
361,01/05/2022,484.98,93.21,183.5,134.84,220.76,470.22,256.12,115.7,486.34,92.84,182.59,133.65,218.73,470.13,257.18,116.09,488.62,93.76,183.84,135.06,221.08,470.87,257.85,116.26,482.76,92.25,181.77,133.49,218.21,468.06,255.23,115.36,-0.21%,0.71%,0.77%,1.04%,1.18%,0.13%,-0.35%,-0.28%,0.48638,0.14883,1.47,0.77499,2.35,1.93,0.68205,1.98,"1,676.79","1,672.89","1,677.95","1,670.59",0.39%,27930.0,5.0,5.0,5.05,4.98,0.00%,56.02,1.21,1.64,1.14,1.18,1.32,0.6,1.03,0.78,1.41
362,01/04/2022,485.98,92.55,182.1,133.45,218.18,469.6,257.02,116.02,482.03,92.85,180.28,133.4,217.32,467.99,259.26,115.21,487.57,93.28,182.18,133.91,220.09,470.61,259.5,116.12,480.51,91.64,180.19,133.02,216.95,466.73,256.41,115.16,1.88%,-0.53%,1.67%,0.47%,0.96%,0.57%,-0.61%,0.81%,0.51183,0.19453,1.68,0.87283,1.64,1.43,0.95808,2.0,"1,670.28","1,664.51","1,674.19","1,663.50",0.76%,28680.0,5.0,5.0,5.15,4.98,0.81%,90.7,1.47,1.79,1.1,0.67,1.45,0.83,1.21,0.83,3.41
363,12/30/2021,477.02,93.04,179.11,132.83,216.1,466.92,258.6,115.09,476.44,92.86,178.94,132.96,215.71,468.07,257.46,115.44,478.16,93.16,179.61,133.24,217.59,468.87,258.6,115.53,474.99,92.41,177.87,132.19,214.7,465.69,255.83,114.99,0.61%,0.66%,0.29%,0.14%,0.30%,0.11%,0.52%,0.01%,0.41475,0.18065,1.07,0.17951,0.70384,1.68,0.50316,1.8,"1,657.62","1,657.29","1,660.85","1,652.37",0.26%,21310.0,4.96,4.98,5.05,4.9,-0.80%,75.28,0.67,0.81,0.98,0.79,1.35,0.68,1.08,0.47,3.06
364,12/29/2021,474.13,92.43,178.59,132.65,215.45,466.43,257.27,115.08,468.93,92.2,176.71,131.96,214.42,462.69,258.33,114.22,475.89,92.76,179.09,132.76,215.6,467.57,259.01,115.25,468.28,91.83,176.44,131.73,213.63,461.98,254.3,114.11,1.35%,0.02%,1.36%,0.69%,0.52%,1.03%,-0.48%,0.74%,0.50079,0.27966,1.42,0.36215,0.66434,1.57,0.43199,2.2,"1,653.33","1,643.43","1,654.98","1,641.75",0.72%,24680.0,5.0,4.92,5.05,4.88,1.63%,128.52,1.63,1.01,1.5,0.78,0.92,1.21,1.85,1.0,3.48
365,12/28/2021,467.81,92.41,176.2,131.74,214.34,461.67,258.52,114.23,466.48,92.15,174.81,132.42,214.13,463.33,259.25,113.98,469.4,92.75,177.17,132.7,216.31,465.04,261.8,114.69,465.94,91.74,174.8,131.74,213.47,461.67,257.85,113.79,0.54%,0.80%,0.97%,-0.26%,0.42%,-0.06%,0.01%,0.46%,0.30598,0.16175,1.78,0.40735,1.17,1.57,0.49432,2.53,"1,641.52","1,640.97","1,650.28","1,640.61",0.31%,25100.0,4.92,4.92,5.05,4.86,-0.81%,108.14,0.74,1.1,1.36,0.73,1.33,0.73,1.53,0.79,3.91
366,12/27/2021,465.32,91.68,174.5,132.08,213.44,461.94,258.5,113.71,466.72,91.88,175.25,132.61,213.41,465.21,257.7,114.24,468.58,92.63,175.68,132.82,214.32,465.59,259.6,114.39,464.99,91.58,174.27,131.71,212.1,460.91,256.85,113.56,-0.10%,0.17%,-0.25%,-0.21%,0.27%,-0.53%,0.78%,-0.20%,0.23198,0.1316,0.67051,0.33467,1.35,0.95156,0.53171,2.36,"1,636.50","1,641.28","1,642.42","1,632.79",-0.04%,20520.0,4.96,4.82,5.05,4.82,2.90%,179.31,0.77,1.15,0.81,0.84,1.05,1.02,1.07,0.73,4.77
367,12/24/2021,465.78,91.52,174.93,132.36,212.86,464.4,256.49,113.94,466.94,91.98,175.88,132.0,212.65,467.67,257.24,114.52,467.9,92.06,176.0,132.71,214.09,467.99,257.67,114.64,464.82,91.12,174.57,131.88,212.28,463.34,255.19,113.77,-0.12%,-0.44%,-0.39%,0.31%,0.20%,-0.71%,-0.26%,-0.39%,0.23908,0.31209,0.75845,0.44807,0.89032,1.3,0.55476,2.62,"1,637.22","1,642.64","1,644.12","1,635.19",-0.26%,21130.0,4.82,4.66,4.96,4.62,3.43%,215.47,0.66,1.03,0.82,0.63,0.85,1.0,0.97,0.76,7.36
368,12/23/2021,466.32,91.92,175.62,131.95,212.43,467.7,257.17,114.39,465.92,92.0,174.68,131.84,211.3,466.63,253.4,113.94,468.01,92.51,175.85,132.61,213.65,469.21,258.79,114.55,465.4,91.57,174.34,131.84,211.15,466.21,253.08,113.93,0.44%,0.45%,0.99%,0.33%,0.89%,0.59%,2.15%,0.69%,0.28684,0.34688,1.09,0.28643,0.94128,1.69,0.89729,1.8,"1,641.47","1,633.20","1,645.71","1,632.90",0.90%,24440.0,4.66,4.64,4.72,4.56,0.43%,86.71,0.56,1.03,0.87,0.58,1.18,0.64,2.26,0.54,3.51
369,12/22/2021,464.3,91.51,173.9,131.52,210.56,464.95,251.75,113.61,463.87,92.04,174.41,131.69,211.11,464.65,251.62,113.74,465.79,93.12,175.23,132.01,211.42,466.3,253.35,114.01,462.91,91.43,173.75,131.13,209.71,463.69,250.57,113.44,0.48%,-0.42%,0.06%,0.04%,0.37%,0.25%,0.63%,0.14%,0.34707,0.1441,0.59212,0.57449,0.81667,1.93,0.48663,2.0,"1,626.79","1,628.42","1,632.33","1,624.77",0.28%,22070.0,4.64,4.42,4.7,4.42,4.50%,186.6,0.62,1.85,0.85,0.67,0.82,0.56,1.11,0.5,6.33
370,12/21/2021,462.08,91.9,173.79,131.47,209.78,463.77,250.17,113.45,463.37,91.44,173.97,131.76,210.1,464.42,249.49,113.27,464.93,92.49,174.61,132.13,211.24,466.63,251.05,114.11,460.76,91.09,173.13,130.73,209.36,462.61,248.36,113.19,0.14%,0.07%,0.57%,0.18%,0.26%,0.09%,1.28%,0.39%,0.22573,0.13748,0.62715,0.41418,0.93394,1.57,0.70538,7.97,"1,622.25","1,623.20","1,628.84","1,618.57",0.40%,29250.0,4.44,4.38,4.46,4.36,1.37%,28.55,0.91,1.54,0.85,1.07,0.9,0.87,1.08,0.81,2.29
371,12/20/2021,461.44,91.84,172.8,131.23,209.24,463.36,247.0,113.01,466.79,91.59,174.68,131.54,210.32,466.55,252.92,114.05,467.44,93.03,174.78,132.18,211.39,468.46,253.36,114.15,460.09,91.3,172.35,130.33,208.29,462.21,246.47,112.91,-1.78%,0.28%,-1.96%,-0.90%,-1.28%,-1.38%,-2.74%,-1.20%,0.30421,0.12044,1.26,0.62898,1.05,1.61,0.86798,3.36,"1,615.80","1,631.22","1,633.80","1,612.96",-1.58%,28640.0,4.38,4.34,4.42,4.34,0.00%,25.47,1.6,1.89,1.41,1.42,1.49,1.35,2.8,1.1,1.84
372,12/17/2021,469.8,91.58,176.25,132.42,211.95,469.83,253.97,114.38,467.12,91.79,177.26,130.93,212.15,468.72,257.8,114.44,469.85,91.98,177.4,133.03,214.24,470.06,258.36,114.61,464.09,91.11,175.57,130.57,211.23,466.63,253.93,113.98,0.48%,0.10%,-0.88%,1.08%,-0.16%,0.14%,-1.33%,-0.09%,0.42258,0.09806,1.21,1.24,1.38,1.38,1.33,2.91,"1,641.73","1,644.10","1,646.85","1,637.09",-0.22%,26960.0,4.38,4.5,4.5,4.34,-2.23%,190.28,1.24,0.95,1.04,1.88,1.42,0.74,1.74,0.55,3.69
373,12/16/2021,467.57,91.49,177.81,131.0,212.28,469.18,257.39,114.48,465.75,91.0,174.64,130.72,207.92,468.0,255.68,113.97,467.57,92.56,177.93,131.17,212.28,469.56,257.52,114.48,462.74,90.53,174.47,129.74,207.06,466.24,253.24,113.69,0.55%,0.82%,2.54%,0.71%,2.55%,0.51%,0.88%,0.61%,0.33708,0.15038,1.56,1.27,2.19,1.54,1.2,2.09,"1,645.32","1,629.48","1,645.44","1,624.31",1.33%,29060.0,4.48,4.54,4.58,4.44,-2.61%,135.31,1.04,2.24,1.98,1.1,2.52,0.71,1.69,0.69,3.15
374,12/15/2021,465.01,90.75,173.41,130.07,207.0,466.78,255.14,113.79,466.14,90.92,174.24,130.14,207.65,468.61,255.28,113.84,467.01,91.32,174.45,130.88,208.62,469.32,257.78,113.96,463.12,90.46,173.14,129.66,206.68,465.97,254.66,113.45,-0.23%,-0.41%,-0.56%,-0.20%,-0.50%,-0.76%,-0.16%,0.01%,0.31438,0.13389,0.85698,1.13,1.37,2.07,1.98,2.78,"1,623.66","1,628.01","1,630.89","1,622.49",-0.43%,25490.0,4.6,4.32,4.6,4.32,6.48%,230.63,0.84,0.95,0.76,0.94,0.94,0.72,1.23,0.45,6.48
