,Date,pAgro,pConsump,pFincial,pIndus,pResourc,pService,pTech,pPropcon,oAgro,oConsump,oFincial,oIndus,oResourc,oService,oTech,oPropcon,hAgro,hConsump,hFincial,hIndus,hResourc,hService,hTech,hPropcon,lAgro,lConsump,lFincial,lIndus,lResourc,lService,lTech,lPropcon,c%Agro,c%Consump,c%Fincial,c%Indus,c%Resourc,c%Service,c%Tech,c%Propcon,vmAgro,vmConsump,vmFincial,vmIndus,vmResourc,vmService,vmTech,vmPropcon,pSET,oSET,hSET,lSET,c%SET,vmSET,pSTARK,oSTARK,hSTARK,lSTARK,c%STARK,vmSTARK,flucAgro,flucConsump,flucFincial,flucIndus,flucResourc,flucService,flucTech,flucPropcon,flucSTARK
1452,07/11/2017,464.68,145.72,191.61,,176.38,444.59,178.39,144.44,466.43,146.08,190.74,,176.65,446.42,177.43,144.42,467.34,146.34,192.09,,176.79,447.11,178.46,144.92,463.4,145.72,190.46,,175.63,443.32,176.45,143.84,-0.33%,-0.34%,0.75%,,0.02%,-0.59%,0.68%,-0.03%,0.2115,0.02013,0.37917,,0.44109,0.54252,0.207,0.63677,"1,569.24","1,570.30","1,572.02","1,564.75",-0.01%,6500.0,1.855,1.992,2.07,1.845,-6.88%,4.97,0.85,0.43,0.86,,0.66,0.85,1.14,0.75,12.2
1453,07/07/2017,466.23,146.22,190.19,,176.34,447.22,177.18,144.49,467.48,146.55,190.17,,174.77,449.24,177.19,144.01,468.5,146.77,190.5,,176.51,449.8,177.69,144.84,466.06,145.8,189.06,,174.74,446.3,176.37,143.87,-0.22%,-0.16%,-0.01%,,0.64%,-0.71%,0.03%,0.17%,0.13983,0.00951,0.22481,,0.45696,0.71221,0.29357,0.75295,"1,569.44","1,567.70","1,570.60","1,565.17",-0.01%,6470.0,1.992,1.748,2.168,1.748,10.30%,21.18,0.52,0.67,0.76,,1.01,0.78,0.75,0.67,24.03
1454,07/06/2017,467.24,146.46,190.2,,175.21,450.41,177.12,144.24,470.76,146.62,190.93,,177.0,449.48,177.28,144.68,471.02,146.67,191.15,,177.11,450.78,178.07,144.98,464.75,146.21,189.53,,174.13,446.23,176.88,143.89,-0.63%,-0.10%,-0.42%,,-1.19%,0.38%,-0.12%,-0.26%,0.23308,0.02275,0.27867,,0.80018,0.74011,0.34334,0.82584,"1,569.64","1,575.15","1,575.78","1,564.05",-0.34%,8270.0,1.806,1.631,1.806,1.572,8.14%,6.4,1.35,0.31,0.85,,1.71,1.02,0.67,0.76,14.89
1455,07/05/2017,470.22,146.6,191.01,,177.32,448.72,177.33,144.61,470.54,146.31,191.34,,178.0,447.63,177.32,144.83,472.06,146.92,191.84,,178.36,449.68,178.21,145.31,469.42,146.23,190.56,,176.97,447.23,176.87,144.51,0.12%,0.14%,-0.13%,,-0.35%,0.54%,-0.03%,-0.08%,0.11993,0.03053,0.27462,,0.66546,0.72495,0.19142,0.7266,"1,575.02","1,575.78","1,579.28","1,573.52",0.06%,6120.0,1.67,1.758,1.758,1.67,-4.46%,0.8799,0.56,0.47,0.67,,0.79,0.55,0.76,0.55,5.27
1456,07/04/2017,469.65,146.4,191.26,,177.94,446.33,177.38,144.72,473.19,146.49,192.2,,178.82,449.01,179.05,144.83,473.54,146.7,192.21,,179.4,449.57,179.21,145.4,468.9,146.19,190.92,,177.79,445.46,176.98,144.4,-0.63%,-0.03%,-0.35%,,-0.22%,-0.53%,-0.80%,0.14%,0.13964,0.01485,0.24734,,0.96552,0.62653,0.22395,0.71817,"1,574.11","1,582.04","1,583.00","1,572.51",-0.34%,7500.0,1.748,1.787,1.787,1.719,-0.57%,1.83,0.99,0.35,0.68,,0.91,0.92,1.26,0.69,3.96
1457,07/03/2017,472.63,146.45,191.93,,178.34,448.73,178.81,144.52,472.77,146.83,192.03,,178.31,447.27,177.86,144.5,473.6,147.21,192.53,,178.63,449.25,178.93,145.25,471.43,146.31,191.67,,177.49,446.23,177.29,144.41,0.11%,-0.25%,0.07%,,0.42%,0.46%,0.74%,-0.03%,0.14193,0.01878,0.18576,,0.68118,0.56536,0.16699,0.61569,"1,579.41","1,577.18","1,581.64","1,575.12",0.30%,6420.0,1.758,1.689,1.797,1.67,6.55%,12.83,0.46,0.62,0.45,,0.64,0.68,0.93,0.58,7.6
1458,06/30/2017,472.11,146.81,191.8,,177.6,446.69,177.49,144.56,473.22,147.29,191.44,,179.2,447.13,177.05,144.88,474.46,147.35,192.25,,179.3,448.01,178.17,145.28,469.79,146.26,190.57,,177.09,444.72,176.58,143.65,-0.20%,-0.30%,0.17%,,-0.84%,-0.23%,0.29%,-0.15%,0.21813,0.02656,0.31938,,0.58924,0.76058,0.2778,1.15,"1,574.74","1,578.19","1,580.20","1,567.16",-0.21%,7860.0,1.65,1.514,1.797,1.494,13.40%,24.16,0.99,0.75,0.88,,1.25,0.74,0.9,1.13,20.28
1459,06/29/2017,473.04,147.25,191.48,,179.1,447.72,176.98,144.77,479.42,147.73,192.47,,180.38,448.65,178.46,145.36,479.59,147.9,193.41,,180.66,450.67,179.72,146.05,472.41,147.02,191.4,,178.65,447.08,176.9,144.72,-0.87%,-0.39%,-0.27%,,-0.48%,0.06%,-0.61%,-0.10%,0.26403,0.10517,0.42029,,0.93955,0.64986,0.38232,1.04,"1,578.12","1,586.91","1,590.49","1,576.94",-0.28%,8160.0,1.455,1.416,1.474,1.416,2.03%,0.2141,1.52,0.6,1.05,,1.13,0.8,1.59,0.92,4.1
1460,06/28/2017,477.19,147.82,192.0,,179.97,447.46,178.06,144.92,479.43,147.89,191.48,,180.65,447.2,179.18,145.87,480.29,148.01,192.37,,180.83,448.34,179.45,146.25,476.7,147.25,191.17,,179.72,446.03,177.52,144.75,-0.57%,-0.04%,0.22%,,-0.31%,0.09%,-0.87%,-0.49%,0.24578,0.02378,0.20158,,0.70277,0.54213,0.33259,0.88835,"1,582.63","1,586.51","1,587.85","1,580.86",-0.24%,6910.0,1.426,1.416,1.426,1.406,1.42%,0.0493,0.75,0.52,0.63,,0.62,0.52,1.09,1.04,1.42
1461,06/27/2017,479.93,147.88,191.58,,180.53,447.06,179.63,145.64,481.26,148.35,191.6,,180.82,446.35,180.36,146.41,483.5,148.68,192.06,,180.95,448.41,180.48,146.8,478.83,147.49,191.22,,180.02,445.81,179.01,145.36,-0.17%,-0.26%,0.18%,,0.04%,0.33%,-0.25%,-0.10%,0.29939,0.07214,0.20082,,0.89931,0.57663,0.59415,1.06,"1,586.45","1,589.47","1,591.09","1,584.22",0.05%,8170.0,1.406,1.406,1.426,1.387,-2.02%,0.1814,0.98,0.81,0.44,,0.52,0.58,0.82,0.99,2.81
1462,06/26/2017,480.76,148.27,191.24,,180.45,445.59,180.08,145.78,483.47,148.33,191.05,,179.99,445.59,180.48,146.12,483.49,148.69,191.92,,180.85,446.86,180.95,146.76,479.81,148.02,190.76,,179.82,444.52,179.5,145.68,-0.19%,0.03%,0.31%,,0.46%,0.32%,0.12%,-0.13%,0.2568,0.01045,0.27134,,0.7157,0.59388,0.21534,0.89758,"1,585.61","1,585.84","1,589.69","1,584.28",0.21%,7490.0,1.435,1.445,1.465,1.406,0.63%,0.0107,0.77,0.45,0.61,,0.57,0.53,0.81,0.74,4.2
1463,06/23/2017,481.66,148.23,190.64,,179.62,444.17,179.86,145.97,482.89,147.47,190.54,,179.19,444.95,180.3,146.14,484.84,148.28,190.94,,179.76,445.49,180.72,146.69,480.79,147.47,190.19,,178.91,443.43,179.47,145.83,-0.03%,0.41%,0.09%,,0.26%,0.05%,-0.07%,-0.03%,0.26051,0.0122,0.3565,,0.53677,0.64599,0.16887,2.77,"1,582.36","1,582.93","1,585.41","1,581.28",0.09%,9450.0,1.426,1.445,1.445,1.377,0.71%,0.0356,0.84,0.55,0.39,,0.48,0.46,0.7,0.59,4.94
1464,06/22/2017,481.79,147.63,190.47,,179.16,443.94,179.98,146.02,479.96,147.73,190.28,,178.83,443.51,179.29,145.85,483.04,147.99,191.07,,179.9,445.01,180.38,146.76,478.69,147.5,189.91,,178.49,442.73,179.12,145.8,0.48%,-0.06%,0.07%,,0.28%,0.18%,0.64%,0.19%,0.16471,0.03372,0.6595,,0.85516,0.52036,0.19354,1.46,"1,580.91","1,578.26","1,583.67","1,577.63",0.25%,8760.0,1.416,1.406,1.445,1.406,0.71%,0.0184,0.91,0.33,0.61,,0.79,0.51,0.7,0.66,2.77
1465,06/21/2017,479.5,147.72,190.33,,178.66,443.15,178.84,145.75,477.9,147.44,190.0,,180.48,442.02,177.92,145.55,480.39,148.02,191.12,,180.53,443.38,179.42,146.13,475.87,147.3,189.62,,178.63,440.27,177.58,145.41,0.36%,0.21%,0.16%,,-1.27%,0.36%,0.26%,0.05%,0.23072,0.02295,0.4141,,0.81819,0.58072,0.15329,1.14,"1,577.01","1,577.29","1,578.63","1,573.70",-0.10%,8020.0,1.406,1.406,1.435,1.406,1.37%,0.0515,0.95,0.49,0.79,,1.06,0.71,1.04,0.5,2.06
1466,06/20/2017,477.8,147.41,190.03,,180.96,441.55,178.37,145.67,480.31,147.59,190.44,,180.32,443.64,178.82,146.91,481.84,147.88,190.86,,181.1,443.79,179.12,146.91,476.55,147.22,189.65,,179.59,441.36,178.16,145.56,-0.49%,-0.14%,-0.08%,,0.53%,-0.36%,-0.16%,-0.55%,0.20443,0.02127,0.28346,,0.94667,0.51277,0.16254,0.92,"1,578.62","1,583.74","1,584.15","1,577.67",-0.16%,7760.0,1.387,1.435,1.435,1.387,-2.05%,0.0066,1.11,0.45,0.64,,0.84,0.55,0.54,0.93,3.46
1467,06/19/2017,480.14,147.61,190.19,,180.01,443.15,178.65,146.48,480.98,147.43,190.23,,180.01,442.03,177.45,146.71,482.54,147.98,190.57,,180.69,444.11,178.87,147.38,477.56,147.39,189.72,,179.72,441.3,177.07,146.11,0.01%,0.20%,0.09%,,0.30%,0.57%,0.93%,-0.16%,0.21509,0.02765,0.27805,,0.54221,0.52196,0.21044,1.16,"1,581.14","1,579.74","1,583.77","1,579.32",0.29%,7350.0,1.416,1.416,1.416,1.387,2.09%,0.0285,1.04,0.4,0.45,,0.54,0.64,1.02,0.87,2.09
1468,06/16/2017,480.1,147.31,190.01,,179.47,440.66,177.01,146.72,480.38,147.82,189.26,,179.7,441.22,177.07,146.63,482.08,147.87,190.36,,180.44,441.83,177.59,147.09,478.73,147.09,189.01,,178.95,439.28,176.31,146.15,-0.08%,-0.21%,0.64%,,0.07%,0.17%,0.06%,0.22%,0.17165,0.01768,0.27775,,0.65737,0.73284,0.28044,1.28,"1,576.58","1,576.77","1,579.23","1,573.15",0.19%,8400.0,1.387,1.387,1.396,1.367,2.97%,0.2239,0.7,0.53,0.71,,0.83,0.58,0.73,0.64,2.12
1469,06/15/2017,480.5,147.62,188.8,,179.34,439.92,176.91,146.4,477.41,147.65,189.57,,180.19,438.65,177.52,146.62,482.39,148.24,190.11,,180.5,441.04,178.11,147.37,477.12,147.56,188.7,,179.06,437.87,176.91,146.26,0.77%,0.08%,-0.69%,,-0.65%,0.20%,-0.62%,-0.03%,0.15883,0.02925,0.30294,,0.68704,0.57861,0.21163,1.28,"1,573.53","1,575.28","1,580.52","1,573.53",-0.22%,10610.0,1.347,1.347,1.347,1.338,0.67%,0.0035,1.1,0.46,0.75,,0.8,0.72,0.68,0.76,0.67
1470,06/14/2017,476.83,147.5,190.11,,180.52,439.04,178.01,146.45,475.98,147.03,189.24,,180.62,438.28,177.87,146.24,478.32,147.72,190.11,,180.75,439.76,178.25,146.95,475.61,146.96,188.76,,179.7,437.6,176.92,145.88,0.20%,0.31%,0.49%,,-0.01%,0.21%,0.29%,0.32%,0.21292,0.01433,0.22344,,1.13,0.49015,0.2339,1.11,"1,577.00","1,574.09","1,578.53","1,570.70",0.30%,10040.0,1.338,1.367,1.396,1.338,-1.40%,0.0465,0.57,0.52,0.72,,0.58,0.49,0.75,0.73,4.33
1471,06/13/2017,475.86,147.04,189.18,,180.54,438.13,177.5,145.99,474.16,146.0,188.88,,178.5,437.18,176.07,146.07,477.51,147.04,189.62,,180.88,438.5,177.63,146.63,473.75,146.0,188.32,,178.24,435.83,175.71,145.71,0.51%,0.53%,0.36%,,1.27%,0.32%,0.96%,-0.32%,0.27326,0.01731,0.19797,,1.55,0.4622,0.40123,0.78499,"1,572.36","1,565.41","1,573.32","1,564.55",0.55%,8860.0,1.357,1.308,1.357,1.308,2.96%,0.052,0.79,0.71,0.69,,1.48,0.61,1.09,0.63,3.75
1472,06/12/2017,473.44,146.26,188.51,,178.27,436.74,175.82,146.46,473.78,146.18,188.38,,178.85,438.2,176.76,146.33,477.96,146.47,188.97,,179.1,439.56,177.05,146.7,472.99,145.9,188.01,,177.75,436.29,175.32,145.73,-0.11%,-0.27%,0.05%,,-0.11%,-0.55%,-0.51%,0.21%,0.25548,0.01229,0.21876,,2.39,0.36292,0.20045,0.70072,"1,563.81","1,566.85","1,569.70","1,560.75",-0.18%,8100.0,1.318,1.377,1.377,1.308,-2.15%,0.0815,1.05,0.39,0.51,,0.76,0.75,0.99,0.67,5.28
1473,06/09/2017,473.96,146.65,188.42,,178.47,439.14,176.72,146.15,474.05,146.65,189.47,,178.61,440.0,176.88,146.61,476.26,147.1,189.54,,178.92,440.54,177.23,146.99,472.05,146.53,188.01,,177.93,438.1,175.95,145.83,0.03%,-0.49%,-0.61%,,0.17%,-0.20%,0.09%,-0.31%,0.38141,0.01976,0.32535,,2.45,0.53484,0.29859,0.83206,"1,566.65","1,571.12","1,571.70","1,564.53",-0.23%,9860.0,1.347,1.387,1.406,1.347,-2.18%,0.0909,0.89,0.39,0.81,,0.56,0.56,0.73,0.8,4.38
1474,06/08/2017,473.82,147.37,189.58,,178.16,440.03,176.56,146.6,474.61,147.66,189.59,,178.59,439.37,174.6,145.95,475.77,147.78,189.8,,178.81,440.35,177.03,146.98,471.84,146.16,188.69,,177.56,437.4,174.58,145.68,-0.06%,-0.26%,0.21%,,-0.34%,0.23%,1.33%,0.49%,0.18649,0.02857,0.25116,,2.83,0.62681,0.40845,1.08,"1,570.28","1,567.76","1,571.78","1,563.31",0.24%,10790.0,1.377,1.338,1.416,1.338,2.23%,0.1109,0.83,1.11,0.59,,0.7,0.67,1.4,0.89,5.83
1475,06/07/2017,474.1,147.76,189.18,,178.76,439.01,174.25,145.89,475.86,147.9,190.1,,179.07,441.2,174.54,145.76,478.27,148.11,190.44,,180.18,441.37,175.47,146.23,473.74,147.66,188.92,,178.76,438.03,174.14,145.07,-0.24%,-0.29%,-0.40%,,-0.03%,-0.39%,-0.01%,0.30%,0.15351,0.01054,0.23946,,1.19,1.11,0.24429,0.96273,"1,566.58","1,571.14","1,573.16","1,565.93",-0.15%,8460.0,1.347,1.367,1.367,1.338,-2.18%,0.1571,0.96,0.3,0.8,,0.79,0.76,0.76,0.8,2.17
1476,06/06/2017,475.22,148.19,189.94,,178.81,440.74,174.27,145.45,474.04,148.12,190.2,,179.26,439.32,173.65,145.97,477.22,148.26,190.49,,179.5,441.28,174.94,146.18,473.45,147.81,189.25,,177.94,438.47,172.66,144.9,0.52%,0.07%,-0.24%,,0.08%,0.25%,0.39%,-0.26%,0.17498,0.02559,0.29525,,1.47,0.57931,0.36652,1.03,"1,568.95","1,568.18","1,570.49","1,562.85",0.13%,9900.0,1.377,1.377,1.396,1.367,-4.71%,0.6652,0.8,0.3,0.66,,0.88,0.64,1.32,0.88,2.12
1477,06/05/2017,472.75,148.08,190.39,,178.67,439.62,173.59,145.83,472.5,148.11,189.97,,181.43,439.73,175.62,145.31,474.55,148.42,190.47,,181.7,440.0,175.98,146.21,471.43,147.93,189.42,,178.15,436.99,173.48,144.67,0.42%,-0.11%,0.46%,,-1.28%,0.34%,-1.05%,0.86%,0.27243,0.0138,0.35886,,0.65452,0.53658,0.27288,0.92108,"1,566.85","1,572.50","1,573.13","1,562.73",-0.05%,8200.0,1.445,1.445,1.445,1.445,-0.69%,0.047,0.66,0.33,0.55,,1.99,0.69,1.44,1.06,0.0
1478,06/02/2017,470.76,148.24,189.51,,180.99,438.13,175.44,144.59,470.37,147.21,189.64,,180.79,437.13,174.21,144.5,472.67,148.24,190.29,,181.4,439.65,175.54,145.12,469.52,147.16,189.15,,180.59,436.88,173.97,144.24,0.02%,0.80%,0.00%,,0.38%,0.35%,0.84%,0.21%,0.20307,0.01489,0.28896,,0.99387,0.56964,0.3817,1.58,"1,567.60","1,565.09","1,570.96","1,564.70",0.29%,8010.0,1.455,1.504,1.504,1.455,-3.26%,0.2123,0.67,0.73,0.6,,0.45,0.63,0.9,0.61,3.37
1479,06/01/2017,470.65,147.07,189.51,,180.3,436.61,173.97,144.28,470.88,147.05,188.28,,180.84,435.71,174.32,144.43,471.8,147.43,189.8,,181.08,437.33,174.74,144.73,468.87,146.87,188.13,,179.81,433.68,173.22,143.79,-0.03%,0.12%,0.61%,,-0.47%,0.43%,-0.06%,-0.08%,0.18576,0.00893,0.31168,,2.24,0.43091,0.35586,0.63157,"1,563.11","1,562.08","1,565.63","1,559.51",0.09%,8360.0,1.504,1.504,1.504,1.504,0.00%,0.0022,0.62,0.38,0.89,,0.71,0.84,0.88,0.65,0.0
1480,05/31/2017,470.81,146.89,188.37,,181.15,434.76,174.07,144.4,473.24,147.55,189.79,,181.47,436.88,177.33,145.21,474.19,147.84,190.29,,182.21,437.88,177.42,145.36,468.62,146.7,188.0,,180.22,434.11,173.51,143.68,-0.40%,-0.52%,-0.53%,,0.02%,-0.28%,-1.55%,-0.29%,0.23054,0.01224,0.38394,,1.16,0.71159,0.27695,0.92939,"1,561.66","1,572.06","1,574.44","1,558.22",-0.44%,8240.0,1.504,1.474,1.543,1.474,0.67%,0.0814,1.19,0.78,1.22,,1.1,0.87,2.25,1.17,4.68
1481,05/30/2017,472.7,147.66,189.38,,181.12,435.96,176.81,144.82,472.75,148.7,189.77,,181.66,435.5,176.43,144.82,474.14,148.71,190.34,,181.9,436.82,177.24,145.04,472.24,147.56,189.38,,180.96,434.83,176.2,144.32,0.01%,-0.67%,-0.06%,,-0.20%,0.17%,0.22%,0.18%,0.14611,0.02017,0.32394,,1.22,0.56525,0.19823,0.86392,"1,568.57","1,569.84","1,572.15","1,567.62",0.03%,6980.0,1.494,1.562,1.562,1.494,-3.80%,0.1651,0.4,0.78,0.51,,0.52,0.46,0.59,0.5,4.55
1482,05/29/2017,472.64,148.65,189.5,,181.49,435.24,176.43,144.56,473.3,149.01,189.74,,181.78,435.38,175.69,144.7,475.01,149.14,190.52,,182.2,436.32,176.63,144.95,471.37,148.31,189.5,,181.11,434.07,175.34,144.05,-0.08%,0.09%,-0.22%,,-0.08%,0.05%,0.40%,-0.19%,0.14632,0.02427,0.18069,,0.64999,0.49651,0.18123,0.7369,"1,568.17","1,569.62","1,571.68","1,566.30",-0.07%,6460.0,1.553,1.553,1.553,1.474,-1.21%,0.0534,0.77,0.56,0.54,,0.6,0.52,0.74,0.62,5.36
1483,05/26/2017,473.0,148.51,189.91,,181.64,435.04,175.73,144.83,474.24,149.02,190.43,,181.51,435.46,175.75,144.53,475.74,149.37,190.77,,182.07,436.5,176.24,145.2,472.31,148.36,189.43,,181.04,433.87,175.3,144.24,-0.19%,-0.67%,-0.19%,,-0.10%,-0.10%,-0.15%,0.13%,0.22552,0.01896,0.22149,,0.72483,0.6571,0.1988,0.72933,"1,569.27","1,568.66","1,572.66","1,566.81",-0.01%,8550.0,1.572,1.562,1.582,1.543,0.00%,0.0157,0.73,0.68,0.71,,0.57,0.61,0.54,0.67,2.53
1484,05/25/2017,473.88,149.51,190.28,,181.83,435.48,176.0,144.64,473.71,148.6,190.61,,182.25,434.14,175.49,144.76,474.91,149.62,191.23,,182.46,436.27,176.24,145.16,471.74,148.5,189.95,,181.48,433.25,175.19,144.35,0.00%,0.61%,0.03%,,-0.08%,0.54%,0.43%,0.20%,0.24001,0.02071,0.31206,,1.19,0.57839,0.19623,0.69855,"1,569.41","1,569.07","1,571.68","1,566.75",0.21%,7470.0,1.572,1.562,1.572,1.562,0.00%,0.001,0.67,0.75,0.67,,0.54,0.7,0.6,0.56,0.64
1485,05/24/2017,473.9,148.6,190.23,,181.98,433.12,175.24,144.35,471.36,147.76,191.15,,181.75,432.36,176.0,144.13,474.76,148.63,191.33,,182.27,434.71,176.17,144.68,470.33,147.76,189.81,,181.28,432.36,174.99,143.75,0.52%,0.49%,-0.33%,,0.20%,0.00%,0.31%,0.04%,0.23731,0.02254,0.33893,,0.92356,0.555,0.25671,0.85449,"1,566.15","1,565.77","1,567.92","1,563.49",0.09%,7990.0,1.572,1.572,1.572,1.572,0.00%,0.0103,0.94,0.59,0.8,,0.55,0.54,0.67,0.65,0.0
1486,05/23/2017,471.44,147.87,190.86,,181.62,433.11,174.69,144.29,466.99,147.38,190.21,,181.33,431.68,175.55,143.82,472.76,148.08,191.0,,181.91,433.2,175.84,144.53,466.31,147.14,189.29,,180.98,430.55,174.55,143.28,1.01%,0.31%,0.58%,,0.40%,0.51%,-0.45%,0.59%,0.42332,0.03783,0.31207,,1.21,0.5627,0.12671,0.9856,"1,564.69","1,560.84","1,565.61","1,558.07",0.45%,7850.0,1.572,1.582,1.601,1.562,-1.81%,0.0326,1.38,0.64,0.9,,0.51,0.62,0.74,0.87,2.5
1487,05/22/2017,466.74,147.42,189.75,,180.89,430.93,175.48,143.45,461.79,146.71,188.35,,180.59,431.14,175.16,143.15,467.48,147.48,190.16,,181.37,432.54,175.93,144.15,461.44,146.71,188.28,,180.49,429.93,174.85,143.01,1.11%,0.47%,1.00%,,0.48%,0.33%,0.17%,0.47%,0.27158,0.02417,0.34119,,1.35,0.53992,0.12901,3.22,"1,557.73","1,553.67","1,560.11","1,553.64",0.52%,10610.0,1.601,1.611,1.611,1.601,0.00%,0.0514,1.31,0.52,1.0,,0.49,0.61,0.62,0.8,0.62
1488,05/19/2017,461.6,146.73,187.88,,180.03,429.53,175.19,142.78,456.29,146.52,186.94,,180.23,429.63,175.45,142.69,462.69,146.82,188.41,,180.89,431.11,176.16,142.97,456.25,146.37,186.63,,179.69,428.51,174.86,142.08,1.13%,0.27%,0.58%,,0.08%,0.00%,0.10%,0.02%,0.24082,0.01331,0.28268,,1.21,0.5975,0.15141,0.63224,"1,549.64","1,547.23","1,552.23","1,545.23",0.24%,7830.0,1.601,1.621,1.641,1.582,1.20%,0.3986,1.41,0.31,0.95,,0.67,0.61,0.74,0.63,3.73
1489,05/18/2017,456.42,146.33,186.79,,179.88,429.55,175.02,142.75,456.04,146.44,186.42,,179.81,430.39,174.72,141.93,458.33,146.8,187.58,,180.18,432.42,175.62,142.75,454.67,145.86,186.09,,179.07,428.92,174.14,141.32,-0.11%,-0.10%,-0.22%,,0.25%,-0.58%,-0.26%,0.31%,0.19792,0.0185,0.33477,,1.24,0.51462,0.13861,0.78077,"1,545.88","1,544.35","1,548.60","1,541.22",-0.16%,7880.0,1.582,1.572,1.601,1.572,1.87%,0.1493,0.8,0.64,0.8,,0.62,0.82,0.85,1.01,1.84
1490,05/17/2017,456.94,146.48,187.21,,179.44,432.05,175.47,142.31,460.27,146.54,185.97,,180.6,431.48,176.05,141.71,461.19,147.22,187.55,,181.03,433.05,177.13,142.63,456.06,146.22,185.71,,179.41,429.99,175.47,141.18,-0.54%,0.05%,0.81%,,-0.74%,0.18%,-0.15%,0.57%,0.36973,0.03103,0.6137,,1.98,0.77924,0.2634,0.60287,"1,548.29","1,547.51","1,552.55","1,545.17",0.13%,9380.0,1.553,1.562,1.572,1.533,-3.54%,0.3584,1.12,0.68,0.99,,0.9,0.71,0.95,1.03,2.54
1491,05/16/2017,459.4,146.4,185.7,,180.77,431.26,175.74,141.51,453.02,146.69,185.95,,179.33,429.83,174.54,140.34,461.32,146.96,186.3,,181.1,432.33,176.1,141.82,453.02,145.64,184.79,,179.29,428.47,174.22,139.91,1.15%,-0.12%,-0.44%,,1.45%,0.00%,0.66%,0.92%,0.27205,0.02881,0.51217,,2.46,0.77846,0.2962,0.98508,"1,546.35","1,537.36","1,548.35","1,536.48",0.58%,10890.0,1.61,1.64,1.64,1.61,-1.83%,0.1502,1.83,0.91,0.82,,1.01,0.9,1.08,1.37,1.86
1492,05/15/2017,454.18,146.57,186.52,,178.18,431.24,174.58,140.22,455.1,148.66,187.42,,177.6,434.03,174.7,140.9,455.68,148.68,187.83,,178.21,434.25,175.19,140.92,451.35,146.38,186.0,,176.82,429.57,173.59,139.38,-0.30%,-1.31%,-0.60%,,0.38%,-1.05%,-0.35%,-0.46%,0.23727,0.17073,0.32833,,2.61,0.59648,0.47635,1.09,"1,537.42","1,541.56","1,542.11","1,531.68",-0.42%,11670.0,1.64,1.64,1.66,1.62,0.00%,0.0674,0.96,1.57,0.98,,0.79,1.09,0.92,1.1,2.47
1493,05/12/2017,455.53,148.51,187.65,,177.51,435.8,175.2,140.87,458.6,148.83,188.61,,179.51,435.72,175.93,140.7,459.64,149.16,188.66,,179.51,435.9,176.24,141.65,452.74,148.31,186.49,,176.98,432.53,174.02,139.49,-0.89%,-0.52%,-0.71%,,-1.01%,-0.06%,-0.35%,0.31%,0.35333,0.13297,0.40898,,0.90185,0.73742,0.21,0.83308,"1,543.94","1,550.12","1,550.13","1,537.43",-0.41%,11050.0,1.64,1.65,1.67,1.64,-1.80%,0.0163,1.52,0.57,1.16,,1.43,0.78,1.28,1.55,1.83
1494,05/11/2017,459.61,149.28,188.99,,179.33,436.05,175.82,140.44,464.89,152.56,189.85,,181.41,437.06,176.12,142.44,466.35,152.69,190.23,,181.55,438.32,177.59,142.58,458.86,149.11,188.36,,179.04,433.02,175.14,140.36,-0.89%,-2.13%,-0.51%,,-0.81%,0.19%,-0.26%,-1.50%,0.32484,0.09237,0.39834,,0.97582,1.08,0.48427,1.17,"1,550.27","1,562.89","1,564.31","1,546.81",-0.64%,9870.0,1.67,1.67,1.67,1.67,0.60%,0.0001,1.63,2.4,0.99,,1.4,1.22,1.4,1.58,0.0
1495,05/09/2017,463.76,152.53,189.95,,180.79,435.21,176.27,142.58,475.06,154.6,191.08,,182.35,435.93,176.9,143.59,475.13,154.72,191.49,,182.55,437.74,177.14,143.66,463.76,152.15,189.47,,180.58,433.92,175.74,141.85,-2.42%,-1.68%,-0.34%,,-0.69%,-0.10%,-0.19%,-0.55%,0.38478,0.15537,0.3902,,0.6669,0.5655,0.22417,1.06,"1,560.31","1,570.61","1,571.08","1,557.60",-0.49%,9310.0,1.66,1.67,1.68,1.62,-1.19%,0.0538,2.45,1.69,1.07,,1.09,0.88,0.8,1.28,3.7
1496,05/08/2017,475.28,155.13,190.6,,182.05,435.65,176.6,143.37,475.93,155.82,190.35,,182.21,434.65,176.63,143.05,478.69,156.17,191.37,,182.52,436.28,177.17,143.83,473.43,155.13,190.24,,181.29,433.73,176.0,142.84,-0.10%,-0.44%,-0.37%,,-0.14%,0.31%,0.32%,0.04%,0.23083,0.04204,0.25792,,0.46166,0.49958,0.26085,0.68411,"1,568.02","1,568.00","1,571.42","1,565.74",-0.06%,6510.0,1.68,1.65,1.68,1.65,0.00%,0.0311,1.11,0.67,0.59,,0.68,0.59,0.66,0.69,1.82
1497,05/05/2017,475.76,155.81,191.31,,182.3,434.3,176.04,143.31,477.35,156.0,191.05,,182.45,435.1,176.26,143.56,477.37,156.23,191.77,,182.53,435.69,176.64,143.87,472.66,155.65,190.63,,181.0,432.84,175.6,142.85,-0.34%,-0.14%,-0.21%,,-0.26%,-0.07%,0.03%,-0.71%,0.20976,0.0285,0.36575,,0.45327,0.48175,0.2483,1.01,"1,569.02","1,570.70","1,571.80","1,563.95",-0.26%,6750.0,1.68,1.66,1.69,1.66,1.20%,0.0064,1.0,0.37,0.6,,0.85,0.66,0.59,0.71,1.81
